tag_music,tag_slow_fast,tag_dance,tag_folk,tag_country,tag_classical,tag_musical,tag_pop,tag_rock,tag_metal,tag_punk,tag_hiphop,tag_rap,tag_reggae,tag_ska,tag_swing,tag_jazz,tag_rocknroll,tag_alternative,tag_latino,tag_techno,tag_trance,tag_opera,tag_movies,tag_horror,tag_thriller,tag_comedy,tag_romantic,tag_scifi,tag_war,tag_fantasy,tag_animated,tag_documentary,tag_western,tag_action,tag_history,tag_psychology,tag_politics,tag_mathematics,tag_physics,tag_internet,tag_economy,tag_management,tag_biology,tag_chemistry,tag_reading,tag_geography,tag_languages,tag_medicine,tag_law,tag_ars,tag_exhibitions,tag_religion,tag_countryside,tag_outdoors,tag_dancing,tag_instruments,tag_writing,tag_passive_sport,tag_active_sport,tag_gardening,tag_celebrities,tag_shopping,tag_technology,tag_theatre,tag_fun_friends,tag_adrenaline,tag_pets,tag_flying,tag_storm,tag_darkness,tag_heights,tag_spiders,tag_snakes,tag_rats,tag_ageing,tag_dangerous_dogs,tag_public_speaking_fear,tag_smoking,tag_alcohol,tag_healthy_eating,tag_daily_events,tag_prioritising,tag_notes,tag_workaholism,tag_thinking_ahead,tag_final_judgement,tag_reliability,tag_promises,Loss of interest,tag_friends_money,tag_funny,tag_fake,tag_damage,tag_decision_making,tag_elections,tag_self_criticism,tag_judgment_calls,tag_hypochondria,tag_empathy,tag_eating_survive,tag_giving,tag_animals,tag_borrowed,tag_loneliness,tag_cheating,tag_health,tag_past,tag_god,tag_dreams,tag_charity,tag_friends_count,tag_punctuality,tag_lying,tag_new_env,tag_mood_swings,tag_appearance,tag_socializing,tag_achievements,tag_children,tag_assertiveness,tag_getting_angry,tag_connections,tag_public_speaking,tag_unpopularity,tag_struggles,tag_happiness,tag_energy,tag_personality,tag_lost_items,tag_interests,tag_parents_advice,tag_internet_use,tag_finances,tag_malls,tag_branded_clothing,tag_entertainment,tag_looks_spending,tag_gadgets_spending,tag_health_spending,tag_gender,tag_handedness,tag_education,tag_only_child,tag_village_town,tag_house_block
5,3,2,1,2,2,1,5,5,1,1,1,1,1,3,1,1,1,1,5,4,2,5,4,4,1,5,5,3,1,2,1,5,1,3,3,5,3,5,3,3,3,3,5,3,1,1,1,1,5,3,3,2,1,5,5,1,4,4,2,5,4,4,1,1,1,1,1,5,3,1,3,2,1,3,4,2,2,5,4,2,5,4,4,1,3,5,1,1,3,4,1,3,1,3,1,4,5,4,3,2,1,1,1,4,2,3,3,1,3,4,3,4,3,4,3,5,1,1,3,5,5,1,4,5,1,4,3,2,3,4,3,1,3,4,5,3,3,1,3,1,1,2,3,1,1,1
4,4,2,1,1,1,2,3,5,4,4,1,3,1,4,4,2,1,1,5,2,2,4,3,4,1,3,5,4,1,4,1,3,4,5,2,4,4,5,1,1,4,4,5,1,2,2,2,1,1,1,1,1,1,1,1,2,3,3,2,4,2,5,1,1,1,2,1,1,1,3,1,4,1,3,3,3,2,4,5,4,1,4,4,3,4,3,2,1,2,5,4,4,1,2,1,2,4,3,2,4,4,4,1,3,1,3,2,2,3,4,4,4,4,2,4,2,2,5,4,4,4,1,4,3,5,3,4,5,3,2,3,1,3,4,1,4,2,5,2,2,1,2,3,1,2,1
5,5,2,2,3,4,5,3,5,3,4,1,4,3,5,5,5,1,3,5,3,4,4,2,4,2,5,5,2,2,1,1,2,1,5,2,4,2,4,1,1,5,2,5,2,3,1,5,5,5,5,5,5,5,2,1,1,4,2,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,5,3,5,3,4,5,1,5,2,4,1,3,5,4,4,1,5,5,5,4,2,5,3,2,5,5,1,3,3,1,2,2,3,4,3,5,3,4,4,3,4,3,2,4,4,4,4,3,3,3,4,5,3,1,3,2,4,1,4,3,4,2,2,1,2,2,1,2,1
5,3,2,1,1,1,1,2,2,1,4,2,2,1,2,5,1,2,1,5,4,4,3,3,4,3,1,2,5,1,2,4,4,5,4,1,3,1,2,3,3,5,4,4,2,5,1,5,4,1,1,1,3,1,1,1,2,4,3,1,2,1,1,2,1,1,3,5,5,5,4,5,5,3,3,3,4,4,4,5,3,1,3,4,5,2,1,1,5,5,5,5,4,3,3,1,1,2,5,5,5,1,5,4,3,3,1,2,3,1,1,5,3,1,3,3,2,5,5,4,5,3,3,2,2,1,2,1,1,,2,4,1,2,4,3,3,4,4,1,1,1,2,3,2,2,2
5,3,4,3,2,4,3,5,3,1,2,5,3,2,1,2,4,2,2,5,4,4,5,2,3,3,4,4,3,1,4,3,2,3,2,2,2,2,2,3,3,5,2,3,3,2,3,1,4,4,1,3,1,3,1,4,3,3,3,2,4,2,1,1,2,1,1,1,1,2,2,4,3,2,2,4,3,1,2,3,5,5,5,4,2,3,3,2,1,3,5,5,5,1,3,1,3,3,4,3,5,3,4,5,3,3,3,3,4,3,4,2,3,3,3,3,5,4,2,3,5,5,2,3,5,3,3,2,4,3,3,3,1,4,3,4,3,3,2,4,1,1,2,2,1,1,2
5,3,2,3,2,3,3,2,5,5,3,4,3,4,4,5,3,1,3,5,5,5,5,2,3,3,4,3,3,2,4,5,3,4,2,3,4,4,1,4,4,3,3,4,4,3,5,2,2,5,1,5,1,5,4,2,1,2,3,1,3,3,2,3,2,2,2,1,2,2,1,1,3,1,1,2,2,2,3,3,3,1,3,4,3,2,3,1,4,2,5,4,4,1,4,2,3,5,5,2,4,3,3,3,3,2,3,2,3,3,4,3,3,4,2,2,3,4,3,4,4,4,3,3,4,4,3,3,3,5,3,4,2,2,3,3,3,1,4,4,1,2,2,2,1,2,1
5,5,5,3,1,2,2,5,3,1,1,3,1,1,2,3,3,5,2,4,2,1,5,3,1,3,5,5,3,1,2,3,3,1,1,1,2,1,3,5,5,3,3,4,5,3,4,1,1,4,3,2,1,5,3,3,1,3,4,3,5,1,5,1,3,2,1,1,5,1,4,1,1,2,2,4,3,5,5,5,3,3,4,5,3,4,4,1,2,2,5,3,5,1,4,1,5,5,5,3,2,3,1,5,3,3,3,2,1,4,5,5,4,5,4,3,2,3,3,4,3,3,5,5,4,3,3,2,2,4,4,5,1,4,3,1,3,4,1,5,1,1,2,2,1,1,2,,,,,tried smoking,social drinker,i am often early,never,less thol,no,village,house/bungalow
5,3,3,2,1,2,2,4,5,1,2,3,2,2,3,1,2,3,2,5,4,4,5,2,3,3,4,4,3,1,3,5,2,3,1,1,5,4,1,2,2,2,3,4,1,2,1,1,2,2,1,1,1,4,5,1,3,3,2,2,4,2,5,3,2,4,3,1,5,3,1,2,4,5,3,2,3,1,3,2,4,3,3,3,1,4,4,2,1,3,5,3,5,2,1,2,3,5,2,2,5,3,2,4,4,1,4,3,2,1,4,3,4,2,4,3,4,3,1,4,5,2,2,4,4,3,4,2,5,4,3,3,1,3,4,4,4,4,3,2,1,2,2,3,1,2,2,,,,,current smoker,drink a lot,i am always on time,sometimes,few hours a day,male,right handhouse/bungalow
5,3,3,1,1,2,4,3,5,5,1,1,2,2,2,,1,1,1,5,1,5,5,4,4,5,4,4,5,1,1,3,2,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,2,4,1,2,1,4,1,1,5,2,1,5,4,1,1,2,3,1,5,5,5,2,2,3,4,2,2,1,1,2,1,4,2,5,5,4,1,4,2,2,1,4,1,3,2,2,5,1,1,4,5,4,5,4,5,5,4,1,2,2,2,2,2,3,4,4,2,2,4,1,3,3,4,5,4,3,1,5,3,5,5,1,4,3,1,2,1,3,2,1,3,4,1,1,2,2,1,2,2,,,,,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,low
5,3,2,5,2,2,5,3,5,2,3,2,4,4,4,4,5,1,2,5,2,1,5,5,1,3,4,4,4,1,2,3,2,3,3,1,5,1,4,2,1,4,4,5,1,1,1,4,4,4,5,3,1,4,4,1,2,4,3,5,5,2,2,4,5,4,5,3,4,4,3,5,3,1,3,3,4,2,2,3,3,5,4,5,3,4,3,1,2,5,5,4,5,1,4,1,4,5,4,2,3,4,2,5,3,2,3,1,2,1,4,4,3,4,4,4,3,4,3,4,5,3,5,4,4,1,3,3,4,3,3,3,2,4,4,4,2,3,2,4,3,1,2,2,1,2,1,,,,,never smoked,drink right handed,secondary school,no,city,block of flats
5,3,3,2,1,2,3,4,3,2,1,3,2,2,3,3,3,4,2,5,5,4,5,3,3,2,5,5,3,1,3,3,3,3,2,1,4,5,3,2,1,3,3,5,2,4,2,2,2,4,1,1,1,5,1,3,2,5,4,2,4,1,5,1,1,2,2,2,1,1,1,4,2,5,2,3,3,2,4,2,3,3,4,4,1,3,2,1,1,5,5,4,5,2,5,2,3,5,4,2,3,3,3,4,3,1,3,2,2,3,3,3,4,3,3,4,5,2,1,3,3,3,5,4,3,2,3,2,4,3,4,4,1,2,4,2,3,4,2,2,2,1,1,2,1,2,1,,,,,current smded,secondary school,no,city,block of flats
5,3,1,1,1,4,1,2,5,1,1,1,1,2,2,5,2,1,2,5,3,4,4,3,2,5,5,5,5,1,4,2,2,5,1,1,5,4,1,1,1,3,5,2,1,3,1,5,1,5,1,1,1,5,3,1,2,3,3,1,3,1,1,4,1,1,3,5,5,5,5,5,5,2,1,3,3,1,5,3,1,1,3,3,3,3,5,3,5,3,1,5,3,5,5,1,1,2,2,4,5,2,3,1,3,3,4,1,4,3,5,5,2,5,3,3,5,4,3,5,5,2,4,3,3,1,3,3,5,4,4,4,1,2,2,1,3,1,1,2,1,1,2,1,1,2,1,,,,,tried smoking,never,i am often running late,everrimary school,no,city,block of flats
5,3,1,2,1,4,3,3,5,4,2,3,1,1,4,3,2,1,2,5,1,5,4,3,1,4,5,3,3,1,1,4,4,4,1,1,3,2,1,5,5,5,3,5,5,2,3,1,1,5,3,4,1,5,3,4,3,2,3,2,4,1,2,1,1,1,1,1,3,1,5,2,2,2,2,3,4,3,5,4,5,1,5,5,4,4,3,1,2,5,5,5,2,5,5,3,2,5,5,5,2,5,3,1,3,2,3,1,3,2,1,4,4,2,3,4,5,5,5,3,3,2,5,4,3,4,3,1,3,2,4,2,1,4,1,1,2,3,2,3,10,1,2,3,1,2,1,,,,,tried smoking,social drinker,i aanded,college/bachelor degree,no,city,block of flats
5,3,5,3,2,1,5,5,2,1,1,2,1,3,2,1,3,1,1,5,3,2,5,5,2,1,5,4,2,1,3,2,2,1,1,1,3,3,3,1,1,4,1,5,1,1,1,3,1,5,3,3,1,3,3,1,5,5,2,3,5,4,5,2,3,3,4,3,4,3,2,1,3,1,2,3,5,3,3,2,3,3,5,4,3,3,3,2,2,5,3,5,5,1,4,2,3,5,5,2,3,3,2,3,4,1,3,2,3,3,2,3,5,3,4,3,3,2,3,4,5,3,4,4,4,5,4,2,5,5,3,2,3,3,5,2,3,4,3,3,1,1,2,2,1,2,1,,,,,never smoked,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats
5,3,2,1,1,2,3,4,5,2,5,3,4,4,4,4,1,1,1,4,1,3,5,4,1,1,5,5,3,1,4,2,5,1,1,1,4,2,3,2,1,4,1,3,1,1,1,4,2,3,1,1,5,3,1,5,5,5,2,4,5,1,5,5,5,3,3,2,5,1,5,5,3,5,2,1,4,5,5,2,5,5,5,4,1,5,4,1,4,5,5,5,5,5,5,1,5,5,4,2,1,5,1,5,4,3,5,2,3,3,1,4,4,1,4,5,5,1,4,2,3,3,5,5,4,1,4,3,1,2,4,3,1,5,3,1,5,5,1,4,1,1,2,3,1,2,1,,,,,current smoker,social drinker,i am often early,only to avoid hurting someone,most of the day,female,right handed,college/bachelor degree,no,city,block of flats
1,3,2,2,3,4,3,3,5,5,5,2,4,2,3,3,2,1,2,5,5,5,5,3,3,5,4,4,5,2,4,5,5,3,3,3,4,5,3,5,2,3,3,4,2,4,5,3,1,5,1,5,2,5,3,3,1,3,5,3,5,5,1,5,1,1,1,1,1,1,1,1,2,3,2,5,2,,,5,3,1,5,4,5,3,5,1,5,3,5,5,4,1,4,5,3,5,5,4,5,2,5,1,3,1,3,3,3,1,2,5,3,2,3,4,4,5,5,4,3,3,4,2,4,5,3,2,3,3,4,4,1,3,3,1,3,3,5,5,0,2,2,2,2,2,1,,,,,former smoker,social drinker,i am always on time,only to avoid hurting someone,few hours a day,male,right handed,secondary school,yes,city,block of flats
5,3,3,1,1,1,2,4,4,1,3,2,3,2,3,1,1,4,1,5,3,3,5,3,2,2,2,2,4,1,2,1,1,1,1,1,5,2,1,4,1,1,1,3,5,1,1,1,2,5,2,2,1,5,1,1,3,4,2,1,5,4,5,1,3,5,4,5,3,1,2,5,4,5,3,3,2,3,2,5,5,5,2,3,5,4,5,3,3,5,2,3,4,1,5,3,3,5,2,2,5,3,5,4,3,1,4,3,4,3,4,3,4,3,3,2,2,3,3,4,4,3,4,4,4,2,3,2,4,4,3,1,1,3,4,4,3,3,3,3,2,1,2,3,1,2,1,,,,,current smoker,drink a lot,i am always on time,everytime it suits me,few hours a day,female,right handed,college/bachelor degree,no,city,block of flats
5,3,3,3,3,2,2,4,4,2,3,3,4,3,3,1,2,1,3,5,4,2,5,5,5,2,4,4,5,1,3,3,2,2,1,3,3,3,1,5,5,4,2,2,3,1,1,1,1,5,3,1,2,1,3,3,3,3,4,3,3,1,5,3,5,5,5,4,4,1,5,5,3,2,2,3,4,2,5,3,4,5,5,3,2,2,3,5,5,2,5,4,5,2,3,5,3,5,3,4,2,4,5,2,2,2,2,1,4,2,5,5,4,4,4,5,4,3,5,2,3,4,5,2,2,3,2,2,2,4,1,3,1,1,5,2,,2,2,5,1,1,2,2,1,1,2,,,,,tried smoking,social drinker,i am often running late,everytime it suits me,few hours a day,female,right handed,secondary school,no,village,house/bungalow
5,3,5,4,3,4,5,5,4,4,3,4,4,4,4,4,4,4,3,5,2,4,5,4,5,5,4,4,5,5,5,3,5,3,5,5,5,5,3,3,3,3,1,4,2,1,2,1,1,3,3,1,1,3,3,1,1,2,5,1,3,1,4,1,1,1,1,1,1,1,1,1,2,2,2,4,2,4,3,4,5,3,4,5,3,5,3,2,1,3,1,2,5,1,4,3,1,2,5,4,4,3,4,5,3,1,2,2,3,3,4,3,4,3,2,4,3,3,1,5,5,3,1,3,3,4,3,2,2,4,3,2,1,4,2,4,4,4,5,4,2,2,2,2,1,2,2,,,,,tried smoking,social drinker,i am often early,only to avoid hurting someone,few hours a day,male,right handed,secondary school,no,city,house/bungalow
5,4,3,3,2,4,2,2,4,5,2,1,4,5,4,3,4,3,2,3,1,4,4,2,3,5,4,4,5,2,5,2,3,3,3,2,5,5,4,2,1,3,4,4,2,1,4,2,1,4,1,5,1,4,2,1,3,3,4,2,5,3,1,3,2,2,4,4,2,2,2,2,3,3,3,3,3,1,1,1,4,1,4,5,3,4,3,1,3,4,3,3,5,1,5,2,1,1,5,2,5,3,3,1,4,1,4,3,3,2,4,4,3,2,2,4,3,1,2,4,3,2,1,4,3,4,5,1,5,4,2,3,1,2,3,4,4,3,3,3,1,2,1,2,1,2,2,,,,,former smoker,drink a lot,i am always on time,only to avoid hurting someone,few hours a day,male,left handed,secondary school,no,city,house/bungalow
5,3,3,2,3,4,3,2,5,5,4,4,3,5,4,5,3,3,4,5,5,5,5,3,3,4,3,3,3,2,4,5,3,4,2,3,5,4,2,4,4,3,3,4,4,2,5,2,1,5,1,5,3,5,5,2,2,1,5,2,4,3,3,2,2,2,2,2,2,2,1,1,2,1,1,2,3,2,3,3,2,1,2,4,2,1,3,1,4,2,5,4,3,1,3,2,4,5,5,2,4,3,3,3,4,2,3,2,3,3,4,3,3,4,3,4,3,3,3,4,3,3,4,3,4,4,3,4,3,5,3,4,1,2,3,3,2,2,4,4,1,2,2,2,1,2,1,,,,,never smoked,never,i am often early,only to avoid hurting someone,few hours a day,male,right handed,secondary school,no,city,block of flats
5,5,1,1,3,2,2,2,5,5,4,1,2,1,4,3,2,1,2,5,5,5,5,2,5,3,3,4,5,2,5,4,4,4,3,1,5,5,5,3,1,1,5,4,2,1,1,2,1,4,1,2,4,5,3,3,1,1,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,3,2,1,4,4,2,3,4,2,3,1,5,3,2,1,1,1,2,5,3,4,5,1,1,3,4,1,3,2,2,3,5,2,3,3,4,2,5,5,4,5,1,5,2,4,5,5,3,1,5,5,3,4,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,,,,,tried smoking,social drinker,i am often early,sometimes,few hours a day,male,left handed,secondary school,no,city,block of flats
5,3,3,2,3,3,3,4,,1,2,2,1,1,3,2,3,3,2,5,2,3,5,4,4,2,4,5,5,3,3,3,4,2,1,1,,3,3,3,2,2,3,3,3,2,2,1,4,4,3,2,1,3,3,1,1,1,3,2,5,2,5,1,2,1,1,5,5,3,1,3,3,2,2,3,2,3,1,2,3,5,4,3,1,3,3,3,1,5,5,1,3,2,4,3,3,5,4,3,3,3,3,5,3,2,2,2,2,4,3,3,3,3,2,4,5,3,1,2,3,3,4,3,4,3,4,2,4,3,3,2,1,5,2,1,2,2,4,4,1,1,2,3,1,2,2,,,,,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,right handed,college/bachelor degree,no,city,house/bungalow
5,3,4,2,2,2,4,4,5,2,3,3,3,3,3,1,4,1,1,5,2,4,5,5,4,3,5,5,3,2,2,2,2,3,2,3,4,3,2,5,5,5,3,4,4,2,3,2,2,3,5,5,3,2,4,3,3,4,3,5,5,3,5,2,4,5,3,3,3,2,3,3,3,2,2,3,3,1,4,2,3,3,4,4,2,3,4,3,1,4,5,5,5,1,3,1,2,5,3,3,5,4,4,2,4,2,3,1,2,3,2,4,3,2,2,4,4,1,4,4,3,4,4,4,2,3,4,5,5,3,2,4,1,2,3,4,3,4,2,4,3,1,2,2,1,2,1,,,,,tried smoking,social drinker,i am often running late,sometimes,few hours a day,female,right handed,secondary school,no,city,block of flats
5,2,3,1,1,4,3,3,5,5,5,1,1,1,2,3,2,3,4,5,4,2,5,5,2,2,2,2,3,1,4,4,5,5,2,1,5,4,2,3,2,4,4,5,4,5,3,4,2,5,5,4,3,4,5,3,4,5,5,5,5,3,3,1,1,2,1,5,5,4,5,5,5,2,1,4,5,2,5,4,5,2,3,5,1,5,2,2,5,3,5,4,5,2,5,2,3,5,5,4,5,5,5,4,2,3,2,2,3,1,2,4,5,4,3,1,5,5,5,5,5,5,5,2,4,1,3,4,5,5,4,5,1,3,5,5,4,5,5,5,1,1,2,2,1,2,1,,,,,tried smoking,never,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats
5,3,4,2,1,2,3,5,1,1,1,3,1,2,1,1,4,2,1,5,1,2,5,5,1,1,4,3,3,1,1,2,2,1,3,1,5,2,5,1,1,4,2,5,1,3,1,2,1,2,4,1,1,3,4,1,5,5,1,3,5,1,3,3,2,2,3,5,2,1,4,4,2,2,2,3,3,3,5,2,4,1,5,4,5,4,3,2,1,5,2,5,3,1,3,1,3,4,4,2,4,3,5,2,4,1,4,3,2,2,3,4,4,2,2,2,4,4,4,3,4,4,5,4,3,1,3,2,2,2,4,3,1,2,5,1,3,3,1,2,1,1,2,2,2,2,1,,,,,tried smoking,social drinker,i am always on time,sometimes,few hours a day,female,right handed,secondary school,yes,city,block of flats
5,5,5,5,4,5,3,4,4,3,2,2,1,3,5,3,5,2,2,5,3,2,5,4,2,5,5,5,5,2,1,3,3,1,2,3,5,2,1,5,5,4,3,3,2,1,4,2,4,5,3,2,2,4,5,5,4,4,3,1,4,4,5,1,1,1,1,1,2,1,2,2,3,2,2,3,3,4,4,4,5,4,4,4,3,5,5,2,1,4,5,5,4,2,4,3,4,5,5,4,5,2,3,5,4,3,4,2,2,4,4,4,3,3,3,3,5,4,2,4,5,3,4,4,3,5,4,3,4,5,5,4,1,5,4,4,4,4,4,3,1,1,1,3,1,2,2,,,,,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,left handed,college/bachelor degree,no,city,house/bungalow
